sid,source
931,"#include<stdio.h>
#include<string.h>
#define MAX_LEN 101
int an1[MAX_LEN+10];
int an2[MAX_LEN+10];
char szline1[MAX_LEN+10];
char szline2[MAX_LEN+10];
int main(){
	scanf(""%s"",szline1);
	scanf(""%s"",szline2);
	int i,j;
	memset(an1,0,sizeof(an1));
	memset(an2,0,sizeof(an2));
	int nlen1=strlen(szline1);
	j=0;
	for(i=nlen1-1;i>=0;i--)
		an1[j++]=szline[i]-'0';
	int nlen2=strlen(szline2);
	j=0;
	for(i=nlen2-1;i>=0;i--)
		an2[j++]=szline2[i]-'0';
	for(i=0;i<MAX_LEN;i++){
		an1[i]+=an2[i];
		if(an1[i]>=10){
		an[i]-=10;
		an[i+1]++;
		}
	}
	bool bStartOutput=false;
	for(i=MAX_LEN;i>=0;i--){
		if(bStartOutput)
			printf(""%d"",an1[i]);
		else if(an1[i]){
			printf(""%d"",an1[i]);
			bStartOutput=true;
		}
	}

	return 0;
}
"
932,"#include<stdio.h>
int main()
{
	int n;
	int a[500],b[500];
	int re[500];
	int i,j,c1,c2;
	while(scanf(""%d"",&n)!=EOF)
	{
		for(i=0;i<500;i++)
			a[i]=re[i]=0;
		a[0]=1;
		c1=0;
		c2=0;
		for(i=0;i<n;i++)
		{
			c1=0;
			c2=0;
			for(j=0;j<500;j++)
			{
				re[j]=re[j]+a[j]+c1;
				c1=re[j]/10;
				re[j]=re[j]%10;
			}
			for(j=0;j<500;j++)
			{
				a[j]=a[j]+a[j]+c2;
				c2=a[j]/10;
				a[j]=a[j]%10;
			}
		}
		for(i=499;i>=0;i--)
			printf(""%d"",re[i]);
		printf(""\n"");
	}
	return 0;
}"
933,"import java.util.*;
import java.math.*;
public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Scanner sc = new Scanner(System.in);
		while(sc.hasNext())//相当于c中Scanf("""", !=EOF）
		{
		BigInteger big1 = sc.nextBigInteger();
		BigInteger big2 = sc.nextBigInteger();
		BigInteger sum;
		sum = big1.subtract(big2);
		System.out.println(sum);
		}
	}

}
"
934,"#include <stdio.h>
using namespace std;
int a[502],n; 
void work(int p)//分治法快速求幂 
{
	int i,j,b[1001]={0};
	if(p==1)
	{
	   a[1]=2;
	   return;	
	}
	 work(p/2);
	 for(i=1;i<=500;i++)
	    for(j=1;j<=500;j++)
	        b[i+j-1]+=a[i]*a[j];
     if(p%2==1)
     {
     	for(i=1;i<=501;i++)
     	{
	     	a[i]=b[i]*2;
	     	a[i]+=a[i-1]/10;
	     	a[i-1]%=10;
	     }
     }
     else
     {
     	for(i=1;i<=501;i++)
     	{
	     	a[i]=b[i]+a[i-1]/10;
	     	a[i-1]%=10;
	     }
     }
     a[501]=0;
}
int main() 
{   
	int i,j;
	scanf(""%d"",&n);
	work(n);
	for (i=500;i>=2;i--)
	  printf(""%d"",a[i]);
	printf(""%d\n"",a[1]-1);
	return 0; 
}"
935,"#include<stdio.h>
int main()
{
	int a,b,c,d;
	double t;
	while(scanf(""%d%d%d%d"",&a,&b,&c,&d)!=EOF)
	{
		a=a*d+c*b;
		t=1.0*a/(b*d);
		printf(""%.4lf\n"",t);
	}
    return 0;
}"
936,"#include<iostream> 
#include<string> 
using namespace std; 
int main() 
{ 
    string a,b,sum; 
    int num1[1000]={0},num2[1000]={0}; 
    int length1,length2; 
    int i,j,temp; 
    int max; 
    while(cin>>a>>b) 
    { 
        temp=0; 
          
        length1=a.length(); 
        length2=b.length(); 
        max=length1>length2?length1:length2; 
        for(i=0;i<length1;i++) 
        { 
            num1[i]=a[length1-i-1]-'0'; 
        } 
        for(i=0;i<length2;i++) 
        { 
            num2[i]=b[length2-i-1]-'0'; 
        } 
        for(i=0;i<max;i++) 
        { 
            num1[i]+=num2[i]; 
            num1[i]+=temp;   
            temp=num1[i]/10; 
            num1[i]%=10; 
        } 
        for(i=max;i>=0;i--) 
            if(num1[i]!=0) 
            { 
                j=i; 
                break; 
            } 
        for(i=j;i>=0;i--) 
        { 
            cout<<num1[i]; 
        } 
        cout<<endl; 
  
  
    } 
    return 0; 
}   "
937,"#include<stdio.h>
#include<string.h>
int main(){
	char a[101],b[101],i;
	int a1[101]={0},b1[101]={0},n1,n2,n;
    while(gets(a)&&gets(b)){
		n1=strlen(a);
		n2=strlen(b);
	for(i=0;i<n1;i++)
        a1[i]=a[i]-'0';
	for(i=0;i<n2;i++)
        b1[i]=b[i]-'0';
	for(i=0;i<n1;i++)
	{
			if(a1[i]-b1[i]>=0)
				a1[i]-=b1[i];
			else
			{
				a1[i]=a1[i]+10-b1[i];
				a1[i+1]--;
			}
	}
   
   for(i=n1-1;i>=0;i--)
   {	if(a1[i]==0)
		     ;
		else{n=i;break;}
   }
   for(i=0;i<n+1;i++)
			printf(""%d"",a1[i]);
       printf(""\n"");
	}
	return 0;
}
		

"
938,"#include<stdio.h>
int main()
{
	int a,b,c,d,r;
	double t;
	while(scanf(""%d%d%d%d"",&a,&b,&c,&d)!=EOF)
	{
		a=a*d+c*b;
		b=b*d;
		c=a;d=b;
		do
		{
			r=a%b;
			a=b;
			b=r;
		}while(r>0);
		c=c/a;d=d/a;
		printf(""%d/%d\n"",c,d);
	}
    return 0;
}"
939,"#include<stdio.h>
#define MAX 100000

int main()
{
	int n,a[MAX];
	int i,j,k,count,temp;
	while(scanf(""%d"",&n)!=EOF)      
	{

	a[0]=1;
	count=1;
	for(i=1;i<=n;i++)
	{
		k=0;                     
		for(j=0;j<count;j++)
		{
			temp=a[j]*i+k;   
			a[j]=temp%10;
			k=temp/10;
		}
		while(k)
		{
			a[count++]=k%10;
			k/=10;
		}
	}
	for(i=count-1;i>=0;i--)
		printf(""%d"",a[i]);
	    printf(""\n"");
	}
	return 0;
}

"
940,"#include<stdio.h>
#include<string.h>
int main()
{
	int n,i,j,c;
	int a[500]={0};
	while(scanf(""%d"",&n)!=EOF)
	{
		for(i=0;i<500;i++)
		a[i]=0;
		a[499]=1;
		for(j=0;j<n;j++)
		{
			c=0;
			for(i=499;i>=0;i--)
			{
				a[i]=2*a[i]+c;
				c=a[i]/10;
				a[i]=a[i]%10;
			}
		}
		for(i=0;i<499;i++)
		printf(""%d"",a[i]);
		printf(""%d"",a[499]-1);
		printf(""\n"");
	}
	return 0;
}"
941,"import java.util.*;
import java.math.*;
public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Scanner sc = new Scanner(System.in);
		while(sc.hasNext())//相当于c中Scanf("""", !=EOF）
		{
		BigInteger big1 = sc.nextBigInteger();
		BigInteger big2 = sc.nextBigInteger();
		BigInteger sum;
		sum = big1.subtract(big2);
		System.out.println(sum);
		}
	}

}"
942,"import java.util.*;
import java.math.*;
public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Scanner sc = new Scanner(System.in);
		while(sc.hasNext())//相当于c中Scanf("""", !=EOF）
		{
		BigInteger big1 = sc.nextBigInteger();
		BigInteger big2 = sc.nextBigInteger();
		BigInteger sum;
		sum = big1.subtract(big2);
		System.out.println(sum);
		}
	}

}"
943,"import java.util.*;
import java.math.*;
public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		Scanner sc = new Scanner(System.in);
		while(sc.hasNext())//相当于c中Scanf("""", !=EOF）
		{
		BigInteger big1 = sc.nextBigInteger();
		BigInteger big2 = sc.nextBigInteger();
		BigInteger sum;
		sum = big1.add(big2);
		System.out.println(sum);
		}
	}

}"
944,"#include<stdio.h>
#include<stdlib.h>
typedef struct stu
{
    int m;
    char string[10];
}st;
int main(void)
{
    int i,j,n,k;
    st *p;
    char a[10];
    scanf(""%d"",&n);
    p=(st *)malloc(sizeof(st)*n);
    for(i=0;i<n;i++)
    {
        scanf(""%s"",(p+i)->string);
        scanf(""%d"",&(p+i)->m);
    }
    for(i=0;i<n-1;i++)
    {
        for(j=i;j<n;j++)
        {
            if(((p+i)->m)>((p+j)->m))
            {
                k=(p+i)->m;
                (p+i)->m=(p+j)->m;
                (p+j)->m=k;

				for(int k=0;k<=10;k++)
				{
                a[k]=(p+i)->string[k];
                (p+i)->string[k]=(p+j)->string[k];
                (p+j)->string[k]=a[k];
				}
            }
        }
    }
    for(i=0;i<n;i++)
    printf(""%d %s\n"",(p+i)->m,(p+i)->string);
    return 0;
}
"
945,"#include<iostream>
using namespace std;
int a[502];
void work(int x)
{
	int i,j;
	int b[1000]={0};
	if(x==1){
		a[1]=2;
		return;
	}
	work(x/2);  //分治
	for(i=1;i<=500;i++)
		for(j=1;j<=500;j++)
			b[i+j-1]+=a[i]*a[j];  //高精度相乘
	if(x%2==1){   //由于分治，当奇数是要乘以2  
		for(i=1;i<=501;i++){
		    a[i]=b[i]*2;
			a[i]+=a[i-1]/10;
			a[i-1]=a[i-1]%10;
		}
	}
	else{
		for(i=1;i<=501;i++){
		  a[i]=b[i]+a[i-1]/10;
		  a[i-1]=a[i-1]%10;
		}
	}
	a[501]=0;
}
int main()
{
   int n;
   cin>>n;
   work(n);
   for(int i=500;i>=2;i--)
	   cout<<a[i];
   cout<<a[1]-1<<endl;
   return 0;
}"
946,"#include <iostream>
using namespace std;
int a[502],n; 
int main()
{
	int a,b;
	while(cin>>a>>b)
	{
		cout<<a+b<<endl;
	}
	return 0;
}"
947,"#include<stdio.h>
int main()
{
	int n,i,j,cul;
    long ans;
	while(scanf(""%d"",&n)!=EOF)
	{
		ans=1;
		cul=0;
		j=0;
		if(n<1||n>30) return 0;
		else
		{
			for(i=1;i<=n;i++)
			{
			    ans=ans*i;
			}
		 printf(""%ld\n"",ans);
         while(cul==0)
		 {
			 if(ans%10==0)
			 {
			      j++;
				  ans=ans/10;
			 }
			 else cul=1;
		 }
		 printf(""%d\n"",j);
		}
	}
return 0;
}
"
948,"#include <iostream>
using namespace std;
int a[502],n; 
int main()
{
	int a,b;
	while(cin>>a>>b)
	{
		cout<<a+b<<endl;
	}
	return 0;
}"
949,"#include<stdio.h>
int main()
{
	int n,i,j,cul;
    long ans;
	while(scanf(""%d"",&n)!=EOF)
	{
		ans=1;
		cul=0;
		j=0;
		if(n<1||n>30) return 0;
		else
		{
			for(i=1;i<=n;i++)
			{
			    ans=ans*i;
			}
         while(cul==0)
		 {
			 if(ans%10==0)
			 {
			      j++;
				  ans=ans/10;
			 }
			 else cul=1;
		 }
		 printf(""%d\n"",j);
		}
	}
return 0;
}
"
950,"#include<iostream>
#include<string.h>
using namespace std;
#define MAX_LEN 200
int a1[MAX_LEN];
int a2[MAX_LEN];
char line1[MAX_LEN];
char line2[MAX_LEN];
int result[MAX_LEN*2];
void multiplication(int max,int *a,int *b,int nLen1,int nLen2)
{
	int lastposion=0,i,j;
	for( i = 0;i < nLen2; i ++ ) {				
	
	for( j = 0; j < nLen1; j ++ ) 			

		result[i+j] += b[i]*a[j]; 	
    }

	for( i = 0; i < MAX_LEN * 2; i ++ )	{
	if( result[i] >= 10 ) {
		result[i+1] += result[i] / 10;
		result[i] %= 10;
	}
	if( result[i] )	lastposion = i;
  }
  
	for( i = lastposion; i >= 0; i -- ) 
		cout<<result[i];
	cout<<endl;
	
}





int main()
{
	int l1,l2,i,max;
	memset(line1,0,sizeof(line1));
	memset(line2,0,sizeof(line2));


	while(cin>>line1>>line2)
	{ 
		
		
		
		
		l1=strlen(line1)-1;
		for( i=l1;i>=0;i--)
		{
			a1[l1-i]=line1[i]-'0';
		}

		l2=strlen(line2);
		for( i=l1;i>=0;i--)
		{
			a2[l1-i]=line2[i]-'0';
		}

		if(l1>l2)   max=l1;
		max=l2;

    multiplication(MAX_LEN*2,a1,a2,l1+1,l2+1);	
	
	memset(line1,0,sizeof(line1));
	memset(line2,0,sizeof(line2));
	
	}
	return 0;
}"
951,"#include<stdio.h>
int main(){
int a,b;
scanf(""%d%d"",&a,&b);
printf(""%d"",a+b);
return 0;
}"
952,"#include<stdio.h>
int main(){
int a,b;
scanf(""%d %d"",&a,&b);
printf(""%d\n"",a+b);
return 0;
}"
953,"#include<stdio.h> 
#include<string.h> 
char s[1001];  
int a[101],b[101],c[101]; 
int main()
{  
	long i,j,k,m,n;  
    long alen,blen,clen; 
	
    while(gets(s))
	{
		alen=strlen(s);  
		for(i=alen-1;i>=0;i--) 
		a[alen-i]=s[i]-'0'; 
		gets(s);
		blen=strlen(s);  
		for(i=blen-1;i>=0;i--)  
			b[blen-i]=s[i]-'0'; 
		 if(alen>blen) 
				clen=alen; 
		else  
			clen=blen;  
		for(i=1;i<=clen;i++) 
			c[i]=a[i]+b[i]; 
		for(i=1;i<=clen;i++) 
			if(c[i]>9)
			{ 
				c[i+1]++; 
				c[i]-=10;
				if(i==clen) 
					clen++; 
			}  
		for(i=clen;i>=1;i--)  
			printf(""%d"",c[i]); 
			printf(""\n"");
	}
} 
"
954,"#include <stdio.h> 
#include <string.h> 
#define max_len 201 
int an1[max_len+10]; 
int an2[max_len+10];
int aresult[max_len*2+10]; 
char line1[max_len+10]; 
char line2[max_len+10]; 
int main() 
{ 
    while(scanf(""%s %s"",&line1,&line2)!=EOF) 
    { 
        int i,j,n1,n2,maxlen,high; 
        memset(an1,0,sizeof(an1)); 
        memset(an2,0,sizeof(an2)); 
        n1=strlen(line1); 
        n2=strlen(line2); 
        for(i=n1-1,j=0;i>=0;i--) 
            an1[j++]=line1[i]-'0'; 
        for(i=n2-1,j=0;i>=0;i--) 
            an2[j++]=line2[i]-'0'; 
        if(n1>n2) 
            maxlen=n1; 
        else
            maxlen=n2; 
        for(i=0;i<maxlen;i++) 
        { 
           for(j=0;j<max_len;j++)
		   {
			   aresult[i+j]+=an1[i]*an2[j];
		   }
		}
		for(i=0;i<=n1+n2;i++)
		{
			if(aresult[i]>=10)
			{
				aresult[i+1]+=aresult[i]/10;
			    aresult[i]%=10;
			}
			if(aresult[i])
			{
				high=i;
			}
		}
		for(i=high;i>=0;i--)
			printf(""%d"",aresult[i]);
		printf(""\n"");
	}
	return 0;
}


        
 "
955,"#include<iostream> 
#include<string> 
using namespace std; 
int main() 
{ 
    string a,b,sum; 
    int num1[1000]={0},num2[1000]={0}; 
    int length1,length2; 
    int i,j,temp; 
    int max; 
    while(cin>>a>>b) 
    { 
        temp=0; 
          
        length1=a.length(); 
        length2=b.length(); 
        max=length1>length2?length1:length2; 
        for(i=0;i<length1;i++) 
        { 
            num1[i]=a[length1-i-1]-'0'; 
        } 
        for(i=0;i<length2;i++) 
        { 
            num2[i]=b[length2-i-1]-'0'; 
        } 
        for(i=0;i<max;i++) 
        { 
            num1[i]-=num2[i]; 
            if(num1[i]<0){
              num1[i]+=10;
			  num1[i+1]--;}
        } 
        for(i=max;i>=0;i--) 
            if(num1[i]!=0) 
            { 
                j=i; 
                break; 
            } 
        for(i=j;i>=0;i--) 
        { 
            cout<<num1[i]; 
        } 
        cout<<endl; 
  
  
    } 
    return 0; 
}   
"
956,"#include<iostream> 
#include<string> 
using namespace std; 
int main() 
{ 
    string a,b,sum; 
    int num1[1000]={0},num2[1000]={0}; 
    int length1,length2; 
    int i,j,temp; 
    int max; 
    while(cin>>a>>b) 
    { 
        temp=0; 
          
        length1=a.length(); 
        length2=b.length(); 
        max=length1>length2?length1:length2; 
        for(i=0;i<length1;i++) 
        { 
            num1[i]=a[length1-i-1]-'0'; 
        } 
        for(i=0;i<length2;i++) 
        { 
            num2[i]=b[length2-i-1]-'0'; 
        } 
        for(i=0;i<max;i++) 
        { 
            num1[i]-=num2[i]; 
            if(num1[i]<0){
              num1[i]+=10;
			  num1[i+1]--;}
        } 
        for(i=max;i>=0;i--) 
            if(num1[i]!=0) 
            { 
                j=i; 
                break; 
            } 
        for(i=j;i>=0;i--) 
        { 
            cout<<num1[i]; 
        } 
        cout<<endl; 
  
  
    } 
    return 0; 
}   
"
957,"#include<stdio.h>
int main()
{
	int n,i,j,cul;
    __int64 ans;
	while(scanf(""%d"",&n)!=EOF)
	{
		ans=1;
		cul=0;
		j=0;
		if(n<1||n>30) return 0;
		else
		{
			for(i=1;i<=n;i++)
			{
			    ans=ans*i;
			}
         while(cul==0)
		 {
			 if(ans%10==0)
			 {
			      j++;
				  ans=ans/10;
			 }
			 else cul=1;
		 }
		 printf(""%d\n"",j);
		}
	}
return 0;
}
"
958,"#include <iostream>
using namespace std;
int a[502],n; 
int main()
{
	int a,b;
	char c;
	while(cin>>a>>c>>b)
	{
		if(c=='+')
			cout<<a+b<<endl;
		if(c=='-')
			cout<<a-b<<endl;
		if(c=='*')
			cout<<a*b<<endl;
	    if(c=='/')
			cout<<a/b<<endl;
	}
	return 0;
}"
959,"#include<stdio.h>
int main()
{
	int n,i,j,cul;
    __int64 ans;
	while(scanf(""%d"",&n)!=EOF)
	{
		ans=1;
		cul=0;
		j=0;
		if(n<1||n>30) return 0;
		else
		{
			for(i=1;i<=n;i++)
			{
			    ans=ans*i;
			}
			printf(""%I64d\n"",ans); 
		}
	}
return 0;
}
"
960,"#include<stdio.h>
#include<string.h>
int  main()
{
 int f;
 int i,j,an,bn,k,d;
 char a[1000],b[1000];
 int af[1000]={0},bf[1000]={0},c[1000]={0};
 while(scanf(""%s%s"",a,b)!=EOF)
 {
  an=strlen(a);  
  bn=strlen(b);
  k=an>bn?an:bn;
  c[0]=0;
  f=0;
  for(i=0;i<an;i++)
   af[i]=a[an-i-1]-'0';
  for(i=0;i<bn;i++)
   bf[i]=b[bn-i-1]-'0';
  
  for(j=0;j<bn;j++)
  {
   for(i=0;i<an;i++)
   {
    d=c[i+j];
    c[i+j]=(d+bf[j]*af[i])%10;
    c[i+1+j]+=(d+bf[j]*af[i])/10;
   }
  }
  for(i=an+bn;i>=0;i--)
  {
   if(c[i])
    f=1;
   if(f || i==0)
    printf(""%d"",c[i]);
  }
  printf(""\n"");
  for(i=0;i<2*k;i++)
   c[i]=af[i]=bf[i]=0; 
 }
 return 0;
}
"
961,"#include <stdio.h> 
#include <string.h> 
#define max_len 201 
int an1[max_len+10]; 
int an2[max_len+10];
int aresult[max_len*2+10]; 
char line1[max_len+10]; 
char line2[max_len+10]; 
int main() 
{ 
    while(scanf(""%s %s"",&line1,&line2)!=EOF) 
    { 
        int i,j,n1,n2,maxlen,high; 
        memset(an1,0,sizeof(an1)); 
        memset(an2,0,sizeof(an2)); 
        n1=strlen(line1); 
        n2=strlen(line2); 
        for(i=n1-1,j=0;i>=0;i--) 
            an1[j++]=line1[i]-'0'; 
        for(i=n2-1,j=0;i>=0;i--) 
            an2[j++]=line2[i]-'0'; 
        if(n1>n2) 
            maxlen=n1; 
        else
            maxlen=n2; 
        for(i=0;i<maxlen;i++) 
        { 
           for(j=0;j<max_len;j++)
		   {
			   aresult[i+j]+=an1[i]*an2[j];
		   }
		}
		for(i=0;i<=n1+n2;i++)
		{
			if(aresult[i]>=10)
			{
				aresult[i+1]+=aresult[i]/10;
			    aresult[i]%=10;
			}
			if(aresult[i])
			{
				high=i;
			}
		}
		for(i=high;i>=0;i--)
			printf(""%d"",aresult[i]);
		printf(""\n"");
	}
	return 0;
}


        
 "
962,"#include<stdio.h>
#include<string.h>
int compare(char *a,char *b)
{
 int an,bn;
 an=strlen(a);
 bn=strlen(b);
 if(strcmp(a,b)==0)
  return 0;
 if(an>bn)
  return 1;
 else if(an==bn)
  return strcmp(a,b);
 else
  return -1;
}
int main()
{
 int f,n;
 int i,an,bn,k;
 char a[1000],b[1000];
 int af[1000]={0},bf[1000]={0},c[1000];
 while(scanf(""%s%s"",a,b)!=EOF)
 {
  an=strlen(a);  
  bn=strlen(b);
  k=an>bn?an:bn;
  c[0]=0;
  f=0;
  n=compare(a,b);
  for(i=0;i<an;i++)
   af[i]=a[an-i-1]-'0';
  for(i=0;i<bn;i++)
   bf[i]=b[bn-i-1]-'0';
  
  for(i=0;i<k;i++)
  {
   if(n>=0)
   {
    if(af[i]>=bf[i])
     c[i]=af[i]-bf[i];
    else
     c[i]=af[i]-bf[i]+10,af[i+1]--;
   }
   else
   {
    if(bf[i]>=af[i])
     c[i]=bf[i]-af[i];
    else
     c[i]=bf[i]-af[i]+10,bf[i+1]--;
   }
  }
  if(n<0)
   printf(""-"");
  for(i=k-1;i>=0;i--)
  {
   if(c[i])
    f=1;
   if(f || i==0)
    printf(""%d"",c[i]);
  }
 printf(""\n"");
 for(i=0;i<k;i++)
  af[i]=bf[i]=0; 
 }
return 0;
}
 
"
963,"#include<stdio.h>
int main()
{
	int n,m,a,b;
    while(scanf(""%d %d"",&m,&n)!=EOF)
	{
		b=(n-2*m)/2;
		a=(4*m-n)/2;
		if(a<0||b<0)
			printf(""-1 -1\n"");
		else if(b-double((n-2*m)/2)!=0||a-double((4*m-n)/2)!=0)
			printf(""-1 -1\n"");
		else 
			printf(""%d %d\n"",a,b);
	}
	return 0;
}"
964,"#include<iostream>
#include<string.h>
using namespace std;

#define MAX 100
char line1[MAX];
char line2[MAX];
int a[MAX];
int b[MAX];

int add(int len,int *a,int *b){
	int high = 0;
	for(int i = 0;i < len;i++){
		a[i] -= b[i];
		if(a[i] < 0){
			a[i+1]--;
			a[i] += 10;
			//a[i+1] = a[i] / 10;
			//a[i] = a[i] % 10;
		}
		if(a[i])
			high = i;
	}
	return high;
}
int main(){
	int len1,len2;
	while(cin>>line1>>line2){
		len1 = strlen(line1);
		len2 = strlen(line2);
		for(int i = 0;i < len1;i++){
			a[len1-i-1] = line1[i];
		}
		for(int i = 0;i < len1;i++){
			b[len1-i-1] = line2[i];
		}
		int len = len1>len2?len1:len2;
		int high = add(len,a,b);
		for(int i = 0;i <= high;i++)
			cout<<a[high-i];
		cout<<endl;
	}
	return 0;
}"
965,"#include<stdio.h>
#include<string.h>
int main()
{
	int n,i,j;
	char s[150][30],t[30];
	scanf(""%d\n"",&n);
	for(i=0;i<n;i++)
	{
		gets(s[i]);
	}
	for(j=n-1;j>0;j--)
	{
		for(i=0;i<j+1;i++)
		{
		    if(strcmp(s[i],s[i+1])>0)
			{
			    strcpy(t,s[i]);
		     	strcpy(s[i],s[i+1]);
		     	strcpy(s[i+1],t);
			}
		}
	}
	for(i=0;i<n;i++)
	{
		if(strcmp(s[i],""China"")!=0)
			printf(""%s\n"",s[i]);
	}
	printf(""China\n"");
	return 0;
}
"
966,"#include<stdio.h>
int main()
{
    int n,m,a,b;
    while(scanf(""%d %d"",&m,&n)!=EOF)
	{
		b=(n-2*m)/2;
		a=(4*m-n)/2;
		if(a<0||b<0)
			printf(""-1 -1\n"");
		else if(b-double((n-2*m)/2)!=0||a-double((4*m-n)/2)!=0)
			printf(""-1 -1\n"");
		else 
			printf(""%d %d\n"",a,b);
	}
	return 0;
}

		"
967,"#include<iostream>
#include<cstdio>
#include<cstring> 
using namespace std;
const int maxn=3000; 
int a[maxn]; 

int main()
{
    int i,j,n;  
    memset(a,0,sizeof(a));
    a[1]= 1;  
    scanf(""%d"",&n);
    for(i=2;i<=n;i++) 
   {
      int c=0;
      for(j=1;j<maxn;j++)
      {
       c=a[j]*i+c;
       a[j]=c%10;
       c=c/10;    
      }    
    }  
    for(i=maxn-1;i>0;i--) if(a[i]>0)
         break;
    for(;i>0;i--) 
         printf(""%d"",a[i]);
    printf(""\n"");
    return 0;
} 
"
968,"#include<iostream>
#define Max 10001
using namespace std;
int fac[Max],add[Max],top=1;
void bigfac(int n)
{
    int i,j;
    for(i=2;i<=n;i++)//从阶乘4开始,其它忽略
    {
        for(j=1;j<=top;j++)
        {
            add[j]=(fac[j]*i+add[j-1])/10;//下一位的进位
            fac[j]=(fac[j]*i+add[j-1])%10;
            if(add[top]>=1) top++;
            
        }
    }
}

int main()
{
    int i,n;
	
    while(cin>>n)
	{ 	
	memset(fac,0,sizeof(fac));
    memset(add,0,sizeof(add));
    fac[1]=1;
	bigfac(n);
    for(i=top;i>=1;i--)
   {
        cout<<fac[i];
    }
    cout<<endl;
}
    return 0;

}

"
969,"#include<iostream>
#include<cstdio>
#include<cstring> 
using namespace std;
const int maxn=3000; 
int a[maxn]; 

int main()
{
    int i,j,n;  
    memset(a,0,sizeof(a));
    a[1]= 1;
	if( scanf(""%d"",&n) != EOF)
    for(i=2;i<=n;i++) 
   {
      int c=0;
      for(j=1;j<maxn;j++)
      {
       c=a[j]*i+c;
       a[j]=c%10;
       c=c/10;    
      }    
    }  
    for(i=maxn-1;i>0;i--) if(a[i]>0)
         break;
    for(;i>0;i--) 
         printf(""%d"",a[i]);
    printf(""\n"");
    return 0;
} 

"
970,"#include<iostream>
#include<cstdio>
#include<cstring> 
using namespace std;
const int maxn=3000; 
int a[maxn]; 

int main()
{
    int i,j,n;  
    memset(a,0,sizeof(a));
    a[1]= 1;
    if( scanf(""%d"",&n) != EOF)
{
    for(i=2;i<=n;i++) 
   {
      int c=0;
      for(j=1;j<maxn;j++)
      {
       c=a[j]*i+c;
       a[j]=c%10;
       c=c/10;    
      }    
    }  
    for(i=maxn-1;i>0;i--) if(a[i]>0)
         break;
    for(;i>0;i--) 
         printf(""%d"",a[i]);
    printf(""\n"");
}
    return 0;
} 

"
971,"#include<stdio.h>
int main()
{
	int n,m,a,b;
    while(scanf(""%d %d"",&m,&n)!=EOF)
	{
		b=(n-2*m)/2;
		a=(4*m-n)/2;
		if(a<0||b<0)
			printf(""-1 -1\n"");
		else if(b-double(b)!=0||a-double(a)!=0)
			printf(""-1 -1\n"");
		else 
			printf(""%d %d\n"",a,b);
	}
	return 0;
}"
972,"#include<stdio.h>
int main()
{
	int n,m,a,s;
	while(scanf(""%d"",&n)!=EOF)
	{
		m=n;s=0;
		while(m)
		{
		  a=m%10;
		  m=m/10;
		  s=s*10+a;
		}
		if(s==n)
			printf(""yes\n"");
		else
			printf(""no\n"");
	}
	return 0;
}"
973,"
#include<stdio.h>                                                           
#include<string.h>
int main()
{
	char a[100],b[100],c[101]={0},m,n,i,j=0,s,t,k;
	gets(a);
	gets(b);
	m=strlen(a);
	n=strlen(b);
	s=m>n?m:n;
	t=m<=n?m:n;
	for(i=0;i<s-t;i++)
		c[i]=m>=n?a[i]:b[i];
	for(i=0;i<t;i++)
	{
		c[j++]=a[--m]+b[--n]-96;
	    
	}
	for(i=j-1;i>=0;i--)
	if(c[i]>=10)
		{
			c[i]=c[i]-10;
		    c[i+1]+=1;
		}
	if(c[j-1]==0)
		j+=1;
	for(i=j-1;i>=0;i--)
	{
		printf(""%d"",c[i]);
	}
	printf(""\n"");
	return 0;
}"
974,"#include<stdio.h>
int fib(int );
int main()
{
	int n,a;
	while(scanf(""%d"",&n)!=EOF)
	{
		a=fib(n);
			printf(""%d\n"",a);
	}
	return 0;
}
int fib(int b)
{
	if(b<3) return 1;
	else return fib(b-1)+fib(b-2);
}
"
